Fault_Type,Fault_Location,Severity_Level,Module_Age_Years,Rectification_Action,Previous_Rectification_Action,Irradiance,Weather_Condition,Timestamp
Shadowing,String-3_Module-3,Critical,7,Reinstall Module,No Action,859,Rainy,2023-06-06 05:00:00
Open Circuit,String-4_Module-2,High,2,Replace Wiring,No Action,417,Sunny,2023-04-18 17:00:00
Hotspot,String-5_Module-2,Critical,3,Replace Module,Replace Module,930,Rainy,2023-03-07 05:00:00
Hotspot,String-6_Module-9,High,1,Replace Panel Section,Inspection Done,281,Sunny,2023-02-12 11:00:00
Hotspot,String-8_Module-13,Critical,5,Replace Module,Inspection Done,919,Cloudy,2023-04-26 17:00:00
Short Circuit,String-6_Module-17,Critical,1,Replace Module,Replace Module,400,Rainy,2023-04-02 00:00:00
Open Circuit,String-10_Module-6,Critical,8,Replace Module,Replace Module,646,Sunny,2023-07-06 04:00:00
Hotspot,String-6_Module-10,High,1,Replace Panel Section,No Action,627,Sunny,2023-04-15 14:00:00
Shadowing,String-8_Module-12,Critical,11,Reinstall Module,Inspection Done,237,Sunny,2023-06-02 14:00:00
Open Circuit,String-5_Module-2,High,1,Replace Wiring,Replace Wiring,410,Rainy,2023-01-26 14:00:00
Shadowing,String-3_Module-1,High,2,Adjust Tilt,Inspection Done,643,Rainy,2023-02-18 17:00:00
Shadowing,String-4_Module-12,Low,2,Clean Panel,No Action,526,Sunny,2023-05-04 14:00:00
Shadowing,String-8_Module-12,Low,12,Clean Panel,No Action,960,Rainy,2023-05-07 23:00:00
Shadowing,String-9_Module-12,Low,6,Clean Panel,No Action,426,Rainy,2023-05-16 20:00:00
Hotspot,String-1_Module-6,High,7,Replace Panel Section,No Action,247,Sunny,2023-06-20 08:00:00
Shadowing,String-8_Module-7,Low,5,Clean Panel,Clean Panel,217,Cloudy,2023-04-08 11:00:00
Shadowing,String-2_Module-15,Medium,1,Remove Obstruction,No Action,638,Sunny,2023-02-28 22:00:00
Shadowing,String-6_Module-3,Low,1,Clean Panel,Clean Panel,907,Rainy,2023-07-07 17:00:00
Hotspot,String-3_Module-12,High,3,Replace Panel Section,Inspection Done,386,Sunny,2023-06-23 15:00:00
Short Circuit,String-4_Module-16,Low,14,Inspect Junction Box,No Action,544,Sunny,2023-01-09 23:00:00
Hotspot,String-3_Module-20,High,2,Replace Panel Section,Inspection Done,423,Cloudy,2023-01-30 10:00:00
Open Circuit,String-8_Module-17,High,5,Replace Wiring,Inspection Done,687,Cloudy,2023-05-21 05:00:00
Shadowing,String-2_Module-15,Low,12,Clean Panel,Clean Panel,428,Sunny,2023-06-09 00:00:00
Hotspot,String-10_Module-6,Medium,10,Inspect Cells,Inspection Done,589,Rainy,2023-02-14 01:00:00
Shadowing,String-3_Module-10,Low,6,Clean Panel,Inspection Done,788,Sunny,2023-02-26 04:00:00
Short Circuit,String-6_Module-17,High,7,Replace Wiring,No Action,387,Rainy,2023-04-07 22:00:00
Open Circuit,String-9_Module-9,High,4,Replace Wiring,Inspection Done,469,Sunny,2023-02-12 17:00:00
Hotspot,String-3_Module-19,Low,7,Clean Panel,Inspection Done,806,Rainy,2023-07-18 04:00:00
Short Circuit,String-10_Module-11,Medium,11,Replace Fuse,Inspection Done,509,Rainy,2023-07-12 09:00:00
Open Circuit,String-10_Module-9,Low,8,Tighten Connection,No Action,331,Sunny,2023-03-13 22:00:00
Shadowing,String-9_Module-10,Low,11,Clean Panel,Inspection Done,750,Cloudy,2023-04-14 02:00:00
Shadowing,String-5_Module-15,Medium,1,Remove Obstruction,Remove Obstruction,271,Rainy,2023-01-25 21:00:00
Open Circuit,String-8_Module-15,Medium,6,Replace Connector,Replace Connector,992,Cloudy,2023-03-11 15:00:00
Hotspot,String-6_Module-12,Medium,8,Inspect Cells,Inspection Done,871,Cloudy,2023-05-17 02:00:00
Short Circuit,String-2_Module-11,High,5,Replace Wiring,Inspection Done,386,Rainy,2023-03-24 12:00:00
Shadowing,String-4_Module-5,Low,4,Clean Panel,Clean Panel,685,Cloudy,2023-02-03 01:00:00
Open Circuit,String-7_Module-8,High,2,Replace Wiring,Inspection Done,390,Cloudy,2023-02-24 12:00:00
Hotspot,String-8_Module-17,High,6,Replace Panel Section,No Action,621,Sunny,2023-06-09 08:00:00
Shadowing,String-2_Module-13,High,6,Adjust Tilt,No Action,319,Cloudy,2023-06-22 12:00:00
Shadowing,String-6_Module-2,Medium,11,Remove Obstruction,Inspection Done,419,Sunny,2023-01-18 06:00:00
Hotspot,String-8_Module-10,Critical,1,Replace Module,Inspection Done,252,Rainy,2023-07-03 04:00:00
Open Circuit,String-5_Module-12,Low,9,Tighten Connection,No Action,933,Cloudy,2023-05-18 15:00:00
Hotspot,String-10_Module-18,Low,12,Clean Panel,No Action,650,Cloudy,2023-03-08 10:00:00
Hotspot,String-9_Module-15,High,11,Replace Panel Section,Replace Panel Section,611,Sunny,2023-07-07 16:00:00
Hotspot,String-7_Module-12,Low,6,Clean Panel,No Action,842,Sunny,2023-04-26 17:00:00
Hotspot,String-9_Module-13,Medium,13,Inspect Cells,Inspection Done,436,Sunny,2023-06-20 16:00:00
Open Circuit,String-6_Module-16,Low,3,Tighten Connection,No Action,957,Sunny,2023-06-27 06:00:00
Shadowing,String-3_Module-11,Medium,4,Remove Obstruction,Inspection Done,937,Rainy,2023-04-19 17:00:00
Short Circuit,String-5_Module-19,Critical,12,Replace Module,Inspection Done,919,Rainy,2023-04-25 19:00:00
Shadowing,String-6_Module-11,High,11,Adjust Tilt,No Action,605,Cloudy,2023-02-07 09:00:00
Shadowing,String-1_Module-20,High,4,Adjust Tilt,Inspection Done,807,Rainy,2023-06-11 23:00:00
Hotspot,String-10_Module-16,Medium,3,Inspect Cells,No Action,621,Rainy,2023-02-28 04:00:00
Shadowing,String-1_Module-19,Medium,10,Remove Obstruction,No Action,911,Rainy,2023-02-07 12:00:00
Short Circuit,String-7_Module-5,Low,3,Inspect Junction Box,Inspect Junction Box,446,Cloudy,2023-05-21 22:00:00
Short Circuit,String-8_Module-2,Critical,3,Replace Module,Inspection Done,271,Rainy,2023-02-17 03:00:00
Short Circuit,String-9_Module-13,High,4,Replace Wiring,Replace Wiring,384,Rainy,2023-04-18 02:00:00
Short Circuit,String-9_Module-12,Critical,7,Replace Module,Replace Module,205,Rainy,2023-04-01 05:00:00
Shadowing,String-9_Module-10,Medium,4,Remove Obstruction,Remove Obstruction,405,Sunny,2023-03-18 18:00:00
Hotspot,String-8_Module-11,High,9,Replace Panel Section,No Action,743,Rainy,2023-06-13 18:00:00
Hotspot,String-10_Module-18,High,1,Replace Panel Section,No Action,810,Cloudy,2023-05-10 14:00:00
Shadowing,String-1_Module-10,High,8,Adjust Tilt,Adjust Tilt,586,Sunny,2023-01-27 23:00:00
Hotspot,String-8_Module-7,Critical,7,Replace Module,Replace Module,967,Rainy,2023-03-10 23:00:00
Hotspot,String-10_Module-19,High,2,Replace Panel Section,No Action,898,Sunny,2023-03-23 16:00:00
Short Circuit,String-4_Module-8,Low,8,Inspect Junction Box,Inspection Done,275,Rainy,2023-01-18 22:00:00
Open Circuit,String-8_Module-4,Critical,1,Replace Module,Inspection Done,376,Cloudy,2023-02-16 22:00:00
Open Circuit,String-8_Module-16,Medium,11,Replace Connector,Inspection Done,998,Cloudy,2023-03-10 01:00:00
Hotspot,String-1_Module-3,High,12,Replace Panel Section,Inspection Done,548,Cloudy,2023-07-15 23:00:00
Short Circuit,String-3_Module-2,Low,9,Inspect Junction Box,Inspect Junction Box,454,Sunny,2023-05-16 12:00:00
Shadowing,String-1_Module-1,Medium,9,Remove Obstruction,Remove Obstruction,901,Rainy,2023-04-12 20:00:00
Open Circuit,String-9_Module-17,High,2,Replace Wiring,Replace Wiring,507,Cloudy,2023-06-18 14:00:00
Short Circuit,String-2_Module-11,Critical,7,Replace Module,No Action,544,Cloudy,2023-02-25 11:00:00
Shadowing,String-1_Module-11,High,14,Adjust Tilt,No Action,326,Rainy,2023-04-11 16:00:00
Short Circuit,String-7_Module-14,Medium,10,Replace Fuse,Inspection Done,486,Rainy,2023-06-25 21:00:00
Hotspot,String-2_Module-6,Low,3,Clean Panel,Inspection Done,965,Cloudy,2023-02-17 23:00:00
Shadowing,String-5_Module-13,High,7,Adjust Tilt,No Action,924,Sunny,2023-03-22 09:00:00
Shadowing,String-10_Module-19,High,12,Adjust Tilt,Adjust Tilt,961,Cloudy,2023-01-04 21:00:00
Hotspot,String-1_Module-4,High,10,Replace Panel Section,No Action,795,Rainy,2023-06-08 20:00:00
Hotspot,String-9_Module-10,Medium,9,Inspect Cells,Inspection Done,686,Cloudy,2023-02-10 01:00:00
Hotspot,String-4_Module-5,High,4,Replace Panel Section,No Action,582,Rainy,2023-06-13 05:00:00
Short Circuit,String-6_Module-14,Critical,12,Replace Module,Inspection Done,605,Rainy,2023-07-07 11:00:00
Shadowing,String-10_Module-3,Medium,1,Remove Obstruction,Inspection Done,587,Sunny,2023-06-29 08:00:00
Shadowing,String-2_Module-2,High,2,Adjust Tilt,Inspection Done,724,Sunny,2023-07-06 22:00:00
Short Circuit,String-9_Module-15,Medium,1,Replace Fuse,Replace Fuse,756,Sunny,2023-02-09 16:00:00
Short Circuit,String-8_Module-2,Critical,14,Replace Module,Inspection Done,838,Sunny,2023-06-04 18:00:00
Short Circuit,String-1_Module-18,Critical,12,Replace Module,Inspection Done,825,Cloudy,2023-06-07 19:00:00
Hotspot,String-1_Module-7,Low,5,Clean Panel,Clean Panel,475,Cloudy,2023-07-17 09:00:00
Open Circuit,String-2_Module-18,Low,5,Tighten Connection,Tighten Connection,699,Cloudy,2023-01-21 13:00:00
Open Circuit,String-7_Module-6,Critical,11,Replace Module,Replace Module,916,Sunny,2023-02-16 05:00:00
Shadowing,String-7_Module-13,High,7,Adjust Tilt,Adjust Tilt,536,Cloudy,2023-01-28 09:00:00
Short Circuit,String-9_Module-13,High,9,Replace Wiring,No Action,680,Sunny,2023-06-30 12:00:00
Short Circuit,String-5_Module-15,Medium,9,Replace Fuse,No Action,472,Sunny,2023-07-05 20:00:00
Shadowing,String-8_Module-12,Critical,3,Reinstall Module,No Action,257,Sunny,2023-02-22 22:00:00
Hotspot,String-1_Module-14,Medium,3,Inspect Cells,No Action,527,Rainy,2023-01-06 08:00:00
Short Circuit,String-10_Module-2,Medium,3,Replace Fuse,No Action,930,Sunny,2023-06-02 09:00:00
Open Circuit,String-7_Module-15,Medium,4,Replace Connector,No Action,308,Rainy,2023-03-21 23:00:00
Short Circuit,String-5_Module-8,Low,8,Inspect Junction Box,Inspection Done,478,Sunny,2023-07-16 15:00:00
Hotspot,String-3_Module-17,High,6,Replace Panel Section,Replace Panel Section,885,Sunny,2023-03-17 10:00:00
Shadowing,String-9_Module-19,High,8,Adjust Tilt,No Action,527,Cloudy,2023-03-01 18:00:00
Shadowing,String-7_Module-17,Critical,1,Reinstall Module,Reinstall Module,975,Sunny,2023-04-19 19:00:00
Shadowing,String-7_Module-6,Critical,8,Reinstall Module,Reinstall Module,514,Sunny,2023-07-03 14:00:00
Shadowing,String-3_Module-15,Medium,4,Remove Obstruction,Remove Obstruction,673,Sunny,2023-01-20 16:00:00
Shadowing,String-3_Module-13,Critical,11,Reinstall Module,Inspection Done,310,Rainy,2023-03-24 21:00:00
Hotspot,String-2_Module-15,Medium,1,Inspect Cells,Inspection Done,898,Cloudy,2023-05-07 15:00:00
Open Circuit,String-7_Module-20,Medium,8,Replace Connector,Replace Connector,980,Sunny,2023-07-25 19:00:00
Open Circuit,String-9_Module-7,Low,4,Tighten Connection,Inspection Done,428,Sunny,2023-06-13 15:00:00
Short Circuit,String-4_Module-7,High,6,Replace Wiring,No Action,696,Cloudy,2023-02-10 01:00:00
Shadowing,String-4_Module-13,Medium,8,Remove Obstruction,Inspection Done,355,Rainy,2023-03-23 16:00:00
Hotspot,String-9_Module-12,High,4,Replace Panel Section,Replace Panel Section,672,Cloudy,2023-04-16 06:00:00
Hotspot,String-8_Module-4,High,14,Replace Panel Section,Replace Panel Section,900,Rainy,2023-06-10 06:00:00
Hotspot,String-7_Module-2,Medium,3,Inspect Cells,Inspect Cells,471,Cloudy,2023-07-12 00:00:00
Short Circuit,String-9_Module-19,Medium,14,Replace Fuse,Replace Fuse,201,Sunny,2023-07-17 16:00:00
Shadowing,String-6_Module-8,High,9,Adjust Tilt,No Action,957,Sunny,2023-05-10 15:00:00
Short Circuit,String-6_Module-9,Critical,3,Replace Module,Inspection Done,921,Rainy,2023-06-16 18:00:00
Shadowing,String-6_Module-6,Critical,9,Reinstall Module,Inspection Done,710,Sunny,2023-02-17 18:00:00
Shadowing,String-1_Module-17,Medium,13,Remove Obstruction,Inspection Done,485,Rainy,2023-01-12 13:00:00
Open Circuit,String-3_Module-8,Low,2,Tighten Connection,Tighten Connection,212,Sunny,2023-01-24 04:00:00
Short Circuit,String-8_Module-12,Low,14,Inspect Junction Box,Inspection Done,807,Sunny,2023-01-21 15:00:00
Shadowing,String-9_Module-18,Critical,2,Reinstall Module,No Action,697,Sunny,2023-05-21 09:00:00
Open Circuit,String-5_Module-18,Low,2,Tighten Connection,Inspection Done,932,Rainy,2023-04-08 20:00:00
Open Circuit,String-2_Module-17,Critical,6,Replace Module,No Action,437,Sunny,2023-02-20 19:00:00
Short Circuit,String-5_Module-12,Medium,3,Replace Fuse,Inspection Done,293,Rainy,2023-04-02 05:00:00
Shadowing,String-8_Module-19,Low,13,Clean Panel,Clean Panel,537,Cloudy,2023-03-25 00:00:00
Short Circuit,String-1_Module-3,High,9,Replace Wiring,No Action,980,Rainy,2023-05-19 08:00:00
Shadowing,String-1_Module-1,Critical,4,Reinstall Module,Reinstall Module,370,Rainy,2023-02-28 11:00:00
Open Circuit,String-6_Module-19,Critical,1,Replace Module,Inspection Done,805,Cloudy,2023-02-02 13:00:00
Open Circuit,String-10_Module-16,Medium,4,Replace Connector,Inspection Done,860,Sunny,2023-04-03 12:00:00
Open Circuit,String-9_Module-19,Low,1,Tighten Connection,Tighten Connection,823,Rainy,2023-01-12 05:00:00
Short Circuit,String-10_Module-5,High,14,Replace Wiring,No Action,766,Sunny,2023-05-16 22:00:00
Open Circuit,String-4_Module-19,High,5,Replace Wiring,Inspection Done,666,Sunny,2023-05-13 19:00:00
Hotspot,String-2_Module-17,Critical,4,Replace Module,No Action,827,Rainy,2023-04-29 01:00:00
Open Circuit,String-2_Module-11,Low,8,Tighten Connection,No Action,342,Cloudy,2023-07-26 13:00:00
Shadowing,String-5_Module-15,High,8,Adjust Tilt,Inspection Done,400,Sunny,2023-06-17 11:00:00
Short Circuit,String-7_Module-6,High,7,Replace Wiring,Replace Wiring,379,Rainy,2023-07-19 23:00:00
Shadowing,String-4_Module-3,Low,3,Clean Panel,Clean Panel,913,Rainy,2023-01-29 00:00:00
Hotspot,String-3_Module-13,Medium,1,Inspect Cells,Inspection Done,563,Cloudy,2023-04-19 02:00:00
Hotspot,String-5_Module-15,Low,1,Clean Panel,No Action,678,Sunny,2023-05-03 20:00:00
Hotspot,String-3_Module-14,Low,12,Clean Panel,No Action,764,Sunny,2023-06-03 04:00:00
Shadowing,String-6_Module-18,Low,11,Clean Panel,No Action,670,Sunny,2023-02-01 18:00:00
Hotspot,String-7_Module-13,Critical,3,Replace Module,Replace Module,583,Sunny,2023-01-29 21:00:00
Short Circuit,String-3_Module-5,Medium,6,Replace Fuse,Replace Fuse,891,Rainy,2023-04-02 18:00:00
Hotspot,String-2_Module-6,High,7,Replace Panel Section,No Action,616,Cloudy,2023-05-29 08:00:00
Hotspot,String-2_Module-12,Critical,6,Replace Module,Replace Module,507,Cloudy,2023-03-27 21:00:00
Short Circuit,String-4_Module-15,Critical,14,Replace Module,Inspection Done,848,Rainy,2023-02-06 12:00:00
Short Circuit,String-6_Module-20,High,14,Replace Wiring,Replace Wiring,893,Sunny,2023-05-10 16:00:00
Hotspot,String-10_Module-5,Critical,6,Replace Module,Replace Module,566,Cloudy,2023-04-13 13:00:00
Hotspot,String-3_Module-13,Medium,6,Inspect Cells,Inspect Cells,200,Cloudy,2023-04-19 22:00:00
Hotspot,String-6_Module-13,Critical,13,Replace Module,No Action,243,Rainy,2023-04-06 16:00:00
Shadowing,String-4_Module-19,High,3,Adjust Tilt,Inspection Done,938,Sunny,2023-07-06 05:00:00
Short Circuit,String-4_Module-15,Low,6,Inspect Junction Box,Inspect Junction Box,297,Rainy,2023-04-10 10:00:00
Open Circuit,String-3_Module-10,Critical,8,Replace Module,Replace Module,919,Rainy,2023-03-24 14:00:00
Hotspot,String-7_Module-3,Medium,11,Inspect Cells,Inspect Cells,464,Rainy,2023-06-03 06:00:00
Shadowing,String-7_Module-18,Critical,11,Reinstall Module,Inspection Done,999,Rainy,2023-01-13 13:00:00
Hotspot,String-6_Module-6,Low,2,Clean Panel,No Action,982,Sunny,2023-01-16 02:00:00
Shadowing,String-1_Module-4,High,5,Adjust Tilt,No Action,339,Cloudy,2023-03-30 07:00:00
Short Circuit,String-7_Module-15,Medium,14,Replace Fuse,Replace Fuse,680,Cloudy,2023-07-20 21:00:00
Short Circuit,String-2_Module-10,High,1,Replace Wiring,Replace Wiring,436,Sunny,2023-05-22 23:00:00
Open Circuit,String-6_Module-10,Low,12,Tighten Connection,No Action,271,Rainy,2023-04-28 02:00:00
Shadowing,String-6_Module-16,Medium,1,Remove Obstruction,Remove Obstruction,866,Rainy,2023-02-03 07:00:00
Shadowing,String-5_Module-2,Critical,5,Reinstall Module,No Action,389,Cloudy,2023-02-09 06:00:00
Open Circuit,String-3_Module-8,High,12,Replace Wiring,No Action,467,Rainy,2023-06-26 03:00:00
Short Circuit,String-7_Module-15,Medium,13,Replace Fuse,Inspection Done,520,Cloudy,2023-03-21 03:00:00
Shadowing,String-7_Module-13,Medium,3,Remove Obstruction,Inspection Done,306,Sunny,2023-01-10 23:00:00
Short Circuit,String-7_Module-1,Critical,4,Replace Module,Replace Module,431,Rainy,2023-03-15 07:00:00
Short Circuit,String-10_Module-4,High,3,Replace Wiring,No Action,241,Rainy,2023-07-03 06:00:00
Short Circuit,String-8_Module-4,High,1,Replace Wiring,No Action,901,Cloudy,2023-03-31 13:00:00
Shadowing,String-10_Module-13,High,1,Adjust Tilt,Adjust Tilt,338,Rainy,2023-07-20 08:00:00
Open Circuit,String-10_Module-6,High,12,Replace Wiring,Replace Wiring,814,Cloudy,2023-04-12 12:00:00
Open Circuit,String-4_Module-10,Medium,12,Replace Connector,No Action,882,Cloudy,2023-02-09 22:00:00
Short Circuit,String-9_Module-13,High,14,Replace Wiring,No Action,472,Rainy,2023-05-23 18:00:00
Short Circuit,String-8_Module-18,Critical,13,Replace Module,No Action,680,Cloudy,2023-03-01 03:00:00
Short Circuit,String-3_Module-11,Critical,14,Replace Module,No Action,615,Cloudy,2023-06-03 22:00:00
Open Circuit,String-3_Module-7,High,5,Replace Wiring,Replace Wiring,705,Sunny,2023-05-12 01:00:00
Shadowing,String-7_Module-15,Critical,6,Reinstall Module,Reinstall Module,932,Rainy,2023-06-16 19:00:00
Short Circuit,String-4_Module-10,Low,3,Inspect Junction Box,No Action,924,Rainy,2023-01-12 03:00:00
Hotspot,String-3_Module-15,Medium,12,Inspect Cells,Inspect Cells,623,Rainy,2023-07-13 01:00:00
Shadowing,String-5_Module-18,Low,9,Clean Panel,No Action,606,Rainy,2023-05-06 05:00:00
Open Circuit,String-7_Module-4,Critical,5,Replace Module,No Action,767,Rainy,2023-03-26 11:00:00
Hotspot,String-6_Module-3,Low,8,Clean Panel,Clean Panel,589,Cloudy,2023-05-30 20:00:00
Open Circuit,String-10_Module-12,Medium,13,Replace Connector,Inspection Done,541,Sunny,2023-07-28 07:00:00
Shadowing,String-4_Module-7,Medium,1,Remove Obstruction,No Action,813,Rainy,2023-01-21 06:00:00
Hotspot,String-3_Module-11,High,14,Replace Panel Section,Inspection Done,692,Rainy,2023-04-10 21:00:00
Hotspot,String-2_Module-5,High,5,Replace Panel Section,Inspection Done,391,Rainy,2023-05-21 11:00:00
Open Circuit,String-3_Module-8,High,3,Replace Wiring,No Action,698,Rainy,2023-02-19 22:00:00
Hotspot,String-8_Module-5,Medium,12,Inspect Cells,Inspect Cells,911,Rainy,2023-07-17 02:00:00
Hotspot,String-2_Module-3,Critical,1,Replace Module,Replace Module,432,Cloudy,2023-05-18 12:00:00
Hotspot,String-6_Module-19,High,4,Replace Panel Section,Replace Panel Section,426,Cloudy,2023-01-01 20:00:00
Open Circuit,String-6_Module-3,Critical,13,Replace Module,Inspection Done,570,Rainy,2023-07-02 10:00:00
Shadowing,String-8_Module-9,Medium,5,Remove Obstruction,No Action,338,Cloudy,2023-04-21 04:00:00
Hotspot,String-3_Module-19,High,7,Replace Panel Section,Inspection Done,348,Rainy,2023-06-15 15:00:00
Hotspot,String-8_Module-1,Low,1,Clean Panel,No Action,314,Sunny,2023-02-12 09:00:00
Short Circuit,String-7_Module-7,Critical,3,Replace Module,No Action,649,Cloudy,2023-02-15 00:00:00
Hotspot,String-6_Module-9,Medium,2,Inspect Cells,No Action,262,Cloudy,2023-01-29 03:00:00
Hotspot,String-5_Module-8,Medium,9,Inspect Cells,Inspect Cells,303,Sunny,2023-05-27 12:00:00
Open Circuit,String-8_Module-3,Low,10,Tighten Connection,No Action,867,Sunny,2023-02-15 07:00:00
Short Circuit,String-6_Module-4,Critical,6,Replace Module,No Action,472,Sunny,2023-05-25 03:00:00
Short Circuit,String-7_Module-3,Critical,10,Replace Module,No Action,205,Sunny,2023-02-04 23:00:00
Open Circuit,String-3_Module-13,High,3,Replace Wiring,Replace Wiring,346,Cloudy,2023-02-15 10:00:00
Short Circuit,String-1_Module-20,Low,8,Inspect Junction Box,Inspection Done,383,Rainy,2023-02-26 00:00:00
Shadowing,String-3_Module-14,High,14,Adjust Tilt,No Action,227,Rainy,2023-06-01 00:00:00
Short Circuit,String-2_Module-19,Low,8,Inspect Junction Box,No Action,749,Sunny,2023-05-12 01:00:00
Hotspot,String-4_Module-9,Critical,2,Replace Module,No Action,318,Cloudy,2023-01-29 18:00:00
Short Circuit,String-5_Module-7,High,6,Replace Wiring,No Action,492,Rainy,2023-06-26 17:00:00
Short Circuit,String-1_Module-8,Critical,7,Replace Module,Inspection Done,570,Cloudy,2023-06-18 22:00:00
Shadowing,String-10_Module-3,Low,2,Clean Panel,Clean Panel,443,Sunny,2023-06-30 07:00:00
